,make,year,engine_fuel_type,engine_hp,transmission_type,driven_wheels,number_of_doors,vehicle_size,vehicle_style,msrp,new_model
6402,Subaru,2016,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,21745.0,Subaru Legacy
6403,Subaru,2016,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,26845.0,Subaru Legacy
6404,Subaru,2016,Regular Unleaded,256.0,Automatic,All Wheel Drive,4,Midsize,Sedan,29945.0,Subaru Legacy
6405,Subaru,2016,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,23845.0,Subaru Legacy
6406,Subaru,2016,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,22045.0,Subaru Legacy
6407,Subaru,2016,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,27145.0,Subaru Legacy
6408,Subaru,2016,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,24145.0,Subaru Legacy
6409,Subaru,2017,Regular Unleaded,256.0,Automatic,All Wheel Drive,4,Midsize,Sedan,31640.0,Subaru Legacy
6410,Subaru,2017,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,23995.0,Subaru Legacy
6411,Subaru,2017,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,21995.0,Subaru Legacy
6412,Subaru,2017,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,25995.0,Subaru Legacy
6413,Subaru,2017,Regular Unleaded,175.0,Automatic,All Wheel Drive,4,Midsize,Sedan,28840.0,Subaru Legacy
6414,Acura,1993,Regular Unleaded,200.0,Manual,Front Wheel Drive,4,Midsize,Sedan,2000.0,Acura Legend
6415,Acura,1993,Regular Unleaded,200.0,Manual,Front Wheel Drive,4,Midsize,Sedan,2060.0,Acura Legend
6416,Acura,1993,Regular Unleaded,230.0,Manual,Front Wheel Drive,2,Midsize,Coupe,2042.0,Acura Legend
6417,Acura,1993,Regular Unleaded,200.0,Manual,Front Wheel Drive,4,Midsize,Sedan,2000.0,Acura Legend
6418,Acura,1993,Regular Unleaded,230.0,Manual,Front Wheel Drive,2,Midsize,Coupe,2000.0,Acura Legend
6419,Acura,1994,Regular Unleaded,230.0,Manual,Front Wheel Drive,2,Midsize,Coupe,2181.0,Acura Legend
6420,Acura,1994,Regular Unleaded,200.0,Manual,Front Wheel Drive,4,Midsize,Sedan,2028.0,Acura Legend
6421,Acura,1994,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,2063.0,Acura Legend
6422,Acura,1994,Regular Unleaded,230.0,Manual,Front Wheel Drive,4,Midsize,Sedan,2066.0,Acura Legend
6423,Acura,1994,Regular Unleaded,230.0,Manual,Front Wheel Drive,2,Midsize,Coupe,2384.0,Acura Legend
6424,Acura,1995,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,2356.0,Acura Legend
6425,Acura,1995,Regular Unleaded,230.0,Manual,Front Wheel Drive,2,Midsize,Coupe,2506.0,Acura Legend
6426,Acura,1995,Regular Unleaded,230.0,Manual,Front Wheel Drive,2,Midsize,Coupe,2265.0,Acura Legend
6427,Acura,1995,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,2144.0,Acura Legend
6428,Acura,1995,Regular Unleaded,200.0,Manual,Front Wheel Drive,4,Midsize,Sedan,2135.0,Acura Legend
6429,Acura,1995,Regular Unleaded,230.0,Manual,Front Wheel Drive,4,Midsize,Sedan,2066.0,Acura Legend
6430,Buick,2003,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,25645.0,Buick Lesabre
6431,Buick,2003,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,31420.0,Buick Lesabre
6432,Buick,2004,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,26040.0,Buick Lesabre
6433,Buick,2004,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,32085.0,Buick Lesabre
6434,Buick,2005,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,26725.0,Buick Lesabre
6435,Buick,2005,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,32385.0,Buick Lesabre
6436,Maserati,2017,Premium Unleaded,424.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,75182.0,Maserati Levante
6437,Maserati,2017,Premium Unleaded,345.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,72000.0,Maserati Levante
6438,Lexus,2012,Premium Unleaded,552.0,Automated Manual,Rear Wheel Drive,2,Compact,Coupe,75182.0,Lexus Lfa
6439,Chrysler,1999,Regular Unleaded,253.0,Automatic,Front Wheel Drive,4,Large,Sedan,2000.0,Chrysler Lhs
6440,Chrysler,2000,Regular Unleaded,253.0,Automatic,Front Wheel Drive,4,Large,Sedan,2087.0,Chrysler Lhs
6441,Chrysler,2001,Premium Unleaded,253.0,Automatic,Front Wheel Drive,4,Large,Sedan,28680.0,Chrysler Lhs
6442,Subaru,1992,Regular Unleaded,90.0,Manual,Front Wheel Drive,4,Compact,Wagon,2000.0,Subaru Loyale
6443,Subaru,1992,Regular Unleaded,90.0,Manual,Front Wheel Drive,4,Compact,Sedan,2000.0,Subaru Loyale
6444,Subaru,1992,Regular Unleaded,90.0,Manual,Four Wheel Drive,4,Compact,Wagon,2000.0,Subaru Loyale
6445,Subaru,1992,Regular Unleaded,90.0,Manual,Four Wheel Drive,4,Compact,Sedan,2000.0,Subaru Loyale
6446,Subaru,1993,Regular Unleaded,90.0,Manual,Front Wheel Drive,4,Compact,Wagon,2000.0,Subaru Loyale
6447,Subaru,1993,Regular Unleaded,90.0,Manual,Four Wheel Drive,4,Compact,Wagon,2000.0,Subaru Loyale
6448,Subaru,1993,Regular Unleaded,90.0,Manual,Front Wheel Drive,4,Compact,Sedan,2000.0,Subaru Loyale
6449,Subaru,1993,Regular Unleaded,90.0,Manual,Four Wheel Drive,4,Compact,Sedan,2000.0,Subaru Loyale
6450,Subaru,1994,Regular Unleaded,90.0,Manual,Four Wheel Drive,4,Compact,Wagon,2000.0,Subaru Loyale
6451,Land Rover,2013,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,36400.0,Land Rover Lr2
6452,Land Rover,2013,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,41500.0,Land Rover Lr2
6453,Land Rover,2013,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,38900.0,Land Rover Lr2
6454,Land Rover,2014,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,36600.0,Land Rover Lr2
6455,Land Rover,2014,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,39100.0,Land Rover Lr2
6456,Land Rover,2014,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,41700.0,Land Rover Lr2
6457,Land Rover,2015,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,36600.0,Land Rover Lr2
6458,Land Rover,2015,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,39100.0,Land Rover Lr2
6459,Land Rover,2015,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,41700.0,Land Rover Lr2
6460,Land Rover,2008,Premium Unleaded,300.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,48525.0,Land Rover Lr3
6461,Land Rover,2008,Premium Unleaded,300.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,54025.0,Land Rover Lr3
6462,Land Rover,2009,Premium Unleaded,300.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,45975.0,Land Rover Lr3
6463,Land Rover,2014,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,49700.0,Land Rover Lr4
6464,Land Rover,2014,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,59900.0,Land Rover Lr4
6465,Land Rover,2014,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,54600.0,Land Rover Lr4
6466,Land Rover,2014,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,69279.0,Land Rover Lr4
6467,Land Rover,2015,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,60600.0,Land Rover Lr4
6468,Land Rover,2015,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,50400.0,Land Rover Lr4
6469,Land Rover,2015,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,55300.0,Land Rover Lr4
6470,Land Rover,2016,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,50400.0,Land Rover Lr4
6471,Land Rover,2016,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,55300.0,Land Rover Lr4
6472,Land Rover,2016,Premium Unleaded,340.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,60600.0,Land Rover Lr4
6473,Lexus,1998,Regular Unleaded,290.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,4207.0,Lexus Ls 400
6474,Lexus,1999,Regular Unleaded,290.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,4556.0,Lexus Ls 400
6475,Lexus,2000,Regular Unleaded,290.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,5035.0,Lexus Ls 400
6476,Lexus,2004,Premium Unleaded,290.0,Automatic,Rear Wheel Drive,4,Large,Sedan,55375.0,Lexus Ls 430
6477,Lexus,2005,Premium Unleaded,290.0,Automatic,Rear Wheel Drive,4,Large,Sedan,56225.0,Lexus Ls 430
6478,Lexus,2006,Premium Unleaded,278.0,Automatic,Rear Wheel Drive,4,Large,Sedan,56525.0,Lexus Ls 430
6479,Lexus,2015,Premium Unleaded,360.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6480,Lexus,2015,Premium Unleaded,386.0,Automatic,Rear Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6481,Lexus,2015,Premium Unleaded,386.0,Automatic,Rear Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6482,Lexus,2015,Premium Unleaded,386.0,Automatic,Rear Wheel Drive,4,Large,Sedan,72520.0,Lexus Ls 460
6483,Lexus,2015,Premium Unleaded,360.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6484,Lexus,2015,Premium Unleaded,360.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6485,Lexus,2016,Premium Unleaded,360.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6486,Lexus,2016,Premium Unleaded,386.0,Automatic,Rear Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6487,Lexus,2016,Premium Unleaded,386.0,Automatic,Rear Wheel Drive,4,Large,Sedan,72520.0,Lexus Ls 460
6488,Lexus,2016,Premium Unleaded,360.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6489,Lexus,2017,Premium Unleaded,359.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6490,Lexus,2017,Premium Unleaded,386.0,Automatic,Rear Wheel Drive,4,Large,Sedan,72520.0,Lexus Ls 460
6491,Lexus,2017,Premium Unleaded,386.0,Automatic,Rear Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6492,Lexus,2017,Premium Unleaded,359.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 460
6493,Lexus,2014,Premium Unleaded,438.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 600H L
6494,Lexus,2015,Premium Unleaded,438.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 600H L
6495,Lexus,2016,Premium Unleaded,438.0,Automatic,All Wheel Drive,4,Large,Sedan,75182.0,Lexus Ls 600H L
6496,Lincoln,2004,Premium Unleaded,232.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,36770.0,Lincoln Ls
6497,Lincoln,2004,Premium Unleaded,280.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,43370.0,Lincoln Ls
6498,Lincoln,2004,Premium Unleaded,232.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,36140.0,Lincoln Ls
6499,Lincoln,2004,Premium Unleaded,280.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,39970.0,Lincoln Ls
6500,Lincoln,2004,Premium Unleaded,232.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,32370.0,Lincoln Ls
6501,Lincoln,2005,Premium Unleaded,280.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,43590.0,Lincoln Ls
6502,Lincoln,2005,Premium Unleaded,232.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,32640.0,Lincoln Ls
6503,Lincoln,2005,Premium Unleaded,232.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,36360.0,Lincoln Ls
6504,Lincoln,2005,Premium Unleaded,232.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,36990.0,Lincoln Ls
6505,Lincoln,2005,Premium Unleaded,280.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,40190.0,Lincoln Ls
6506,Lincoln,2006,Regular Unleaded,280.0,Automatic,Rear Wheel Drive,4,Midsize,Sedan,39285.0,Lincoln Ls
6507,Oldsmobile,1997,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Large,Sedan,2136.0,Oldsmobile Lss
6508,Oldsmobile,1997,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,2080.0,Oldsmobile Lss
6509,Oldsmobile,1998,Regular Unleaded,195.0,Automatic,Front Wheel Drive,4,Large,Sedan,2283.0,Oldsmobile Lss
6510,Oldsmobile,1998,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Large,Sedan,2444.0,Oldsmobile Lss
6511,Oldsmobile,1999,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Large,Sedan,2681.0,Oldsmobile Lss
6512,Oldsmobile,1999,Regular Unleaded,205.0,Automatic,Front Wheel Drive,4,Large,Sedan,2356.0,Oldsmobile Lss
6513,Ford,1990,Regular Unleaded,150.0,Automatic,Rear Wheel Drive,4,Large,Sedan,2000.0,Ford Ltd Crown Victoria
6514,Ford,1990,Regular Unleaded,150.0,Automatic,Rear Wheel Drive,4,Large,Wagon,2000.0,Ford Ltd Crown Victoria
6519,Ford,1991,Regular Unleaded,150.0,Automatic,Rear Wheel Drive,4,Large,Wagon,2000.0,Ford Ltd Crown Victoria
6520,Ford,1991,Regular Unleaded,150.0,Automatic,Rear Wheel Drive,4,Large,Sedan,2000.0,Ford Ltd Crown Victoria
6526,Buick,2009,Premium Unleaded,292.0,Automatic,Front Wheel Drive,4,Large,Sedan,40205.0,Buick Lucerne
6527,Buick,2009,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,32520.0,Buick Lucerne
6528,Buick,2009,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,29265.0,Buick Lucerne
6529,Buick,2009,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,35770.0,Buick Lucerne
6530,Buick,2009,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,33120.0,Buick Lucerne
6531,Buick,2009,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,35270.0,Buick Lucerne
6532,Buick,2009,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,30770.0,Buick Lucerne
6533,Buick,2009,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,34670.0,Buick Lucerne
6534,Buick,2010,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,35730.0,Buick Lucerne
6535,Buick,2010,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,30930.0,Buick Lucerne
6536,Buick,2010,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,34830.0,Buick Lucerne
6537,Buick,2010,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,33230.0,Buick Lucerne
6538,Buick,2010,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,32730.0,Buick Lucerne
6539,Buick,2010,Premium Unleaded,292.0,Automatic,Front Wheel Drive,4,Large,Sedan,42515.0,Buick Lucerne
6540,Buick,2010,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,29230.0,Buick Lucerne
6541,Buick,2010,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,35625.0,Buick Lucerne
6542,Buick,2010,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,36230.0,Buick Lucerne
6543,Buick,2011,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,29730.0,Buick Lucerne
6544,Buick,2011,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,35675.0,Buick Lucerne
6545,Buick,2011,Flex-Fuel,227.0,Automatic,Front Wheel Drive,4,Large,Sedan,33130.0,Buick Lucerne
6546,Buick,2011,Premium Unleaded,292.0,Automatic,Front Wheel Drive,4,Large,Sedan,44460.0,Buick Lucerne
6547,Chevrolet,1994,Regular Unleaded,120.0,Automatic,Front Wheel Drive,3,Compact,Passenger Minivan,2000.0,Chevrolet Lumina Minivan
6548,Chevrolet,1994,Regular Unleaded,120.0,Automatic,Front Wheel Drive,3,Compact,Cargo Minivan,2000.0,Chevrolet Lumina Minivan
6549,Chevrolet,1995,Regular Unleaded,120.0,Automatic,Front Wheel Drive,3,Compact,Passenger Minivan,2000.0,Chevrolet Lumina Minivan
6550,Chevrolet,1995,Regular Unleaded,120.0,Automatic,Front Wheel Drive,3,Compact,Cargo Minivan,2000.0,Chevrolet Lumina Minivan
6551,Chevrolet,1996,Regular Unleaded,180.0,Automatic,Front Wheel Drive,3,Compact,Passenger Minivan,2000.0,Chevrolet Lumina Minivan
6552,Chevrolet,1996,Regular Unleaded,180.0,Automatic,Front Wheel Drive,3,Compact,Cargo Minivan,2000.0,Chevrolet Lumina Minivan
6553,Chevrolet,1999,Regular Unleaded,160.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,2000.0,Chevrolet Lumina
6555,Chevrolet,1999,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,2044.0,Chevrolet Lumina
6556,Chevrolet,2000,Regular Unleaded,175.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,2100.0,Chevrolet Lumina
6557,Chevrolet,2001,Regular Unleaded,175.0,Automatic,Front Wheel Drive,4,Midsize,Sedan,18890.0,Chevrolet Lumina
6558,Lexus,1996,Regular Unleaded,212.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,3667.0,Lexus Lx 450
6559,Lexus,1997,Regular Unleaded,212.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,4282.0,Lexus Lx 450
6560,Lexus,2005,Regular Unleaded,235.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,65225.0,Lexus Lx 470
6561,Lexus,2006,Regular Unleaded,275.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,67395.0,Lexus Lx 470
6562,Lexus,2007,Regular Unleaded,268.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,67395.0,Lexus Lx 470
6563,Lexus,2015,Premium Unleaded,383.0,Automatic,Four Wheel Drive,4,Midsize,4Dr Suv,75182.0,Lexus Lx 570
6564,Lexus,2016,Premium Unleaded,383.0,Automatic,Four Wheel Drive,4,Large,4Dr Suv,75182.0,Lexus Lx 570
6565,Lexus,2017,Premium Unleaded,383.0,Automatic,Four Wheel Drive,4,Large,4Dr Suv,75182.0,Lexus Lx 570
6566,Mercedes-Benz,2013,Diesel,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,51270.0,Mercedes-Benz M-Class
6567,Mercedes-Benz,2013,Premium Unleaded,518.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Mercedes-Benz M-Class
6568,Mercedes-Benz,2013,Premium Unleaded,402.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,58800.0,Mercedes-Benz M-Class
6569,Mercedes-Benz,2013,Premium Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,49770.0,Mercedes-Benz M-Class
6570,Mercedes-Benz,2013,Premium Unleaded,302.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,47270.0,Mercedes-Benz M-Class
6571,Mercedes-Benz,2014,Premium Unleaded,518.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Mercedes-Benz M-Class
6572,Mercedes-Benz,2014,Diesel,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,51790.0,Mercedes-Benz M-Class
6573,Mercedes-Benz,2014,Premium Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,50290.0,Mercedes-Benz M-Class
6574,Mercedes-Benz,2014,Premium Unleaded,402.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,59450.0,Mercedes-Benz M-Class
6575,Mercedes-Benz,2014,Premium Unleaded,302.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,47790.0,Mercedes-Benz M-Class
6576,Mercedes-Benz,2015,Premium Unleaded,329.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,62900.0,Mercedes-Benz M-Class
6577,Mercedes-Benz,2015,Premium Unleaded,302.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,48300.0,Mercedes-Benz M-Class
6578,Mercedes-Benz,2015,Diesel,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,49800.0,Mercedes-Benz M-Class
6579,Mercedes-Benz,2015,Premium Unleaded,518.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Mercedes-Benz M-Class
6580,Mercedes-Benz,2015,Premium Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,50800.0,Mercedes-Benz M-Class
6581,Bmw,2016,Premium Unleaded,365.0,Manual,Rear Wheel Drive,2,Compact,Coupe,51700.0,Bmw M2
6582,Bmw,2017,Premium Unleaded,365.0,Manual,Rear Wheel Drive,2,Compact,Coupe,51700.0,Bmw M2
6583,Infiniti,1990,Regular Unleaded,162.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,2000.0,Infiniti M30
6584,Infiniti,1991,Regular Unleaded,162.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,2000.0,Infiniti M30
6585,Infiniti,1991,Regular Unleaded,162.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,2000.0,Infiniti M30
6586,Infiniti,1992,Regular Unleaded,162.0,Automatic,Rear Wheel Drive,2,Midsize,Coupe,2000.0,Infiniti M30
6587,Infiniti,1992,Regular Unleaded,162.0,Automatic,Rear Wheel Drive,2,Midsize,Convertible,2000.0,Infiniti M30
6588,Infiniti,2008,Premium Unleaded,275.0,Automatic,Rear Wheel Drive,4,Large,Sedan,43900.0,Infiniti M35
6589,Infiniti,2008,Premium Unleaded,275.0,Automatic,All Wheel Drive,4,Large,Sedan,45650.0,Infiniti M35
6590,Infiniti,2009,Premium Unleaded,303.0,Automatic,Rear Wheel Drive,4,Large,Sedan,45800.0,Infiniti M35
6591,Infiniti,2009,Premium Unleaded,275.0,Automatic,All Wheel Drive,4,Large,Sedan,47950.0,Infiniti M35
6592,Infiniti,2010,Premium Unleaded,303.0,Automatic,Rear Wheel Drive,4,Large,Sedan,45800.0,Infiniti M35
6593,Infiniti,2010,Premium Unleaded,303.0,Automatic,All Wheel Drive,4,Large,Sedan,47950.0,Infiniti M35
6594,Infiniti,2011,Premium Unleaded,330.0,Automatic,All Wheel Drive,4,Large,Sedan,49200.0,Infiniti M37
6595,Infiniti,2011,Premium Unleaded,330.0,Automatic,Rear Wheel Drive,4,Large,Sedan,47050.0,Infiniti M37
6596,Bmw,2015,Premium Unleaded,425.0,Manual,Rear Wheel Drive,4,Midsize,Sedan,62000.0,Bmw M3
6597,Bmw,2016,Premium Unleaded,425.0,Manual,Rear Wheel Drive,4,Midsize,Sedan,63500.0,Bmw M3
6598,Bmw,2017,Premium Unleaded,425.0,Manual,Rear Wheel Drive,4,Midsize,Sedan,64000.0,Bmw M3
6599,Bmw,2016,Premium Unleaded,493.0,Automated Manual,Rear Wheel Drive,2,Midsize,Coupe,75182.0,Bmw M4 Gts
6600,Infiniti,2008,Premium Unleaded,325.0,Automatic,Rear Wheel Drive,4,Large,Sedan,50250.0,Infiniti M45
6601,Infiniti,2008,Premium Unleaded,325.0,Automatic,All Wheel Drive,4,Large,Sedan,52750.0,Infiniti M45
6602,Infiniti,2009,Premium Unleaded,325.0,Automatic,Rear Wheel Drive,4,Large,Sedan,52150.0,Infiniti M45
6603,Infiniti,2009,Premium Unleaded,325.0,Automatic,All Wheel Drive,4,Large,Sedan,54650.0,Infiniti M45
6604,Infiniti,2010,Premium Unleaded,325.0,Automatic,All Wheel Drive,4,Large,Sedan,54650.0,Infiniti M45
6605,Infiniti,2010,Premium Unleaded,325.0,Automatic,Rear Wheel Drive,4,Large,Sedan,52150.0,Infiniti M45
6606,Bmw,2015,Premium Unleaded,425.0,Manual,Rear Wheel Drive,2,Midsize,Coupe,64200.0,Bmw M4
6607,Bmw,2015,Premium Unleaded,425.0,Manual,Rear Wheel Drive,2,Midsize,Convertible,72500.0,Bmw M4
6608,Bmw,2016,Premium Unleaded,425.0,Manual,Rear Wheel Drive,2,Midsize,Convertible,74200.0,Bmw M4
6609,Bmw,2016,Premium Unleaded,425.0,Manual,Rear Wheel Drive,2,Midsize,Coupe,65700.0,Bmw M4
6610,Bmw,2017,Premium Unleaded,425.0,Manual,Rear Wheel Drive,2,Midsize,Convertible,74700.0,Bmw M4
6611,Bmw,2017,Premium Unleaded,425.0,Manual,Rear Wheel Drive,2,Midsize,Coupe,66200.0,Bmw M4
6612,Infiniti,2011,Premium Unleaded,420.0,Automatic,All Wheel Drive,4,Large,Sedan,60950.0,Infiniti M56
6613,Infiniti,2011,Premium Unleaded,420.0,Automatic,Rear Wheel Drive,4,Large,Sedan,58450.0,Infiniti M56
6614,Bmw,2014,Premium Unleaded,552.0,Automated Manual,Rear Wheel Drive,4,Large,Sedan,75182.0,Bmw M5
6615,Bmw,2015,Premium Unleaded,560.0,Automated Manual,Rear Wheel Drive,4,Large,Sedan,75182.0,Bmw M5
6616,Bmw,2016,Premium Unleaded,560.0,Automated Manual,Rear Wheel Drive,4,Large,Sedan,75182.0,Bmw M5
6617,Bmw,2015,Premium Unleaded,560.0,Automated Manual,Rear Wheel Drive,4,Large,Sedan,75182.0,Bmw M6 Gran Coupe
6618,Bmw,2016,Premium Unleaded,552.0,Automated Manual,Rear Wheel Drive,4,Large,Sedan,75182.0,Bmw M6 Gran Coupe
6619,Bmw,2017,Premium Unleaded,560.0,Automated Manual,Rear Wheel Drive,4,Large,Sedan,75182.0,Bmw M6 Gran Coupe
6620,Bmw,2015,Premium Unleaded,560.0,Automated Manual,Rear Wheel Drive,2,Midsize,Convertible,75182.0,Bmw M6
6621,Bmw,2015,Premium Unleaded,560.0,Automated Manual,Rear Wheel Drive,2,Midsize,Coupe,75182.0,Bmw M6
